ID,INSEE_COM,INSEE_DEP,INSEE_REG,CODE_EPCI,NOM_COM_M,POPULATION,Nb_Ventes,PrixMoyen_M2
COMMUNE_0000000009756561,33120,33,75,200069581.0,CERONS,2092,26.0,1730.0
COMMUNE_0000000009753926,33456,33,75,243300811.0,SAINT PALAIS,510,9.0,1346.0
COMMUNE_0000000009756540,33443,33,75,200069599.0,SAINT MARTIN DE LERM,138,,
COMMUNE_0000000009755859,33301,33,75,243301454.0,NAUJAN ET POSTIAC,565,10.0,1893.0
COMMUNE_0000000009755199,33414,33,75,243301397.0,SAINT GERMAIN DE LA RIVIERE,378,7.0,1596.0
COMMUNE_0000000009756780,33054,33,75,200044394.0,BLAIGNAC,289,3.0,986.0
COMMUNE_0000000009754768,33218,33,75,200070092.0,LAGORCE,1669,29.0,1519.0
COMMUNE_0000000009755620,33546,33,75,200035533.0,VIGNONET,495,4.0,1734.0
COMMUNE_0000000009757007,33026,33,75,200043974.0,BALIZAC,501,11.0,1674.0
COMMUNE_0000000009753233,33521,33,75,200070720.0,TALAIS,731,11.0,1430.0
COMMUNE_0000000009755861,33209,33,75,243301454.0,JUGAZAN,295,2.0,946.0
COMMUNE_0000000009755633,33049,33,75,243301249.0,BEYCHAC ET CAILLAU,2194,30.0,2455.0
COMMUNE_0000000009756110,33033,33,75,243301439.0,BAURECH,843,12.0,3467.0
COMMUNE_0000000009756804,33436,33,75,243301405.0,SAINT MAGNE,953,13.0,1943.0
COMMUNE_0000000009755198,33524,33,75,243301397.0,TARNES,316,4.0,1827.0
COMMUNE_0000000009754168,33300,33,75,200070720.0,NAUJAC SUR MER,1073,12.0,2380.0
COMMUNE_0000000009755397,33406,33,75,200035533.0,SAINT GENES DE CASTILLON,394,4.0,1451.0
COMMUNE_0000000009754769,33034,33,75,200070092.0,BAYAS,449,4.0,1353.0
COMMUNE_0000000009756119,33080,33,75,243301264.0,CADAUJAC,5978,77.0,3207.0
COMMUNE_0000000009756092,33275,33,75,200069599.0,MARTRES,117,1.0,800.0
COMMUNE_0000000009756531,33171,33,75,200044394.0,FOSSES ET BALEYSSAC,220,2.0,1361.0
COMMUNE_0000000009756555,33411,33,75,200043974.0,SAINT GERMAIN DE GRAVE,160,,
COMMUNE_0000000009756539,33139,33,75,200069599.0,COUTURES,98,,
COMMUNE_0000000009756352,33109,33,75,243301264.0,CASTRES GIRONDE,2333,30.0,2525.0
COMMUNE_0000000009754793,33220,33,75,243301447.0,LAMARQUE,1300,24.0,1816.0
COMMUNE_0000000009756560,33253,33,75,200069581.0,LOUPIAC,1114,11.0,1931.0
COMMUNE_0000000009755184,33191,33,75,200070092.0,GOURS,558,10.0,1160.0
COMMUNE_0000000009757000,33116,33,75,200043982.0,CAZATS,419,6.0,1749.0
COMMUNE_0000000009757367,33195,33,75,200043982.0,GRIGNOLS,1190,22.0,1248.0
COMMUNE_0000000009755630,33413,33,75,200070092.0,SAINT GERMAIN DU PUCH,2152,28.0,2346.0
COMMUNE_0000000009754999,33425,33,75,243301223.0,SAINT LAURENT D ARCE,1438,15.0,2378.0
COMMUNE_0000000009755424,33333,33,75,243301389.0,PORGE,3030,34.0,2997.0
COMMUNE_0000000009755617,33420,33,75,200035533.0,SAINT HIPPOLYTE,138,1.0,1485.0
COMMUNE_0000000009755635,33496,33,75,243301355.0,SALLEBOEUF,2420,34.0,2781.0
COMMUNE_0000000009754781,33285,33,75,243301223.0,MOMBRIER,416,5.0,1602.0
COMMUNE_0000000009755621,33480,33,75,200035533.0,SAINT SULPICE DE FALEYRENS,1379,10.0,1730.0
COMMUNE_0000000009754163,33374,33,75,243300811.0,SAINT AUBIN DE BLAYE,829,6.0,1061.0
COMMUNE_0000000009754998,33553,33,75,243301223.0,VIRSAC,1122,10.0,2014.0
COMMUNE_0000000009756552,33102,33,75,200044394.0,CASSEUIL,401,5.0,1480.0
COMMUNE_0000000009754774,33114,33,75,243301181.0,CAVIGNAC,1981,52.0,1685.0
COMMUNE_0000000009756993,33002,33,75,200044394.0,AILLAS,817,9.0,1413.0
COMMUNE_0000000009756332,33156,33,75,200069581.0,ESCOUSSANS,311,2.0,2209.0
COMMUNE_0000000009755412,33554,33,75,243301249.0,YVRAC,2786,23.0,2791.0
COMMUNE_0000000009756777,33254,33,75,200044394.0,LOUPIAC DE LA REOLE,490,3.0,1121.0
COMMUNE_0000000009754573,33439,33,75,243301181.0,SAINT MARIENS,1601,20.0,1565.0
COMMUNE_0000000009756999,33130,33,75,200043974.0,COIMERES,1033,12.0,2025.0
COMMUNE_0000000009756534,33418,33,75,200044394.0,SAINT HILAIRE DE LA NOAILLE,381,2.0,1553.0
COMMUNE_0000000009756322,33482,33,75,200069599.0,SAINT SULPICE DE POMMIERS,230,3.0,1397.0
COMMUNE_0000000009755418,33056,33,75,243300316.0,BLANQUEFORT,15615,185.0,3197.0
COMMUNE_0000000009754797,33070,33,75,243301389.0,BRACH,628,11.0,2330.0
COMMUNE_0000000009756537,33283,33,75,200069599.0,MESTERRIEUX,219,2.0,1485.0
COMMUNE_0000000009756541,33398,33,75,200044394.0,SAINT EXUPERY,165,1.0,2113.0
COMMUNE_0000000009755872,33505,33,75,243301215.0,SAUVE,1458,16.0,1961.0
COMMUNE_0000000009755192,33365,33,75,243301397.0,SAINT AIGNAN,213,2.0,2550.0
COMMUNE_0000000009754370,33172,33,75,200023794.0,FOURS,317,5.0,2199.0
COMMUNE_0000000009754374,33006,33,75,243300811.0,ANGLADE,943,15.0,1425.0
COMMUNE_0000000009756091,33057,33,75,200069599.0,BLASIMON,905,10.0,1249.0
COMMUNE_0000000009754984,33447,33,75,200070092.0,SAINT MEDARD DE GUIZIERES,2373,40.0,1283.0
COMMUNE_0000000009756116,33023,33,75,243301264.0,AYGUEMORTE LES GRAVES,1218,10.0,2595.0
COMMUNE_0000000009754765,33154,33,75,200070092.0,EGLISOTTES ET CHALAURES,2179,29.0,1180.0
COMMUNE_0000000009754576,33382,33,75,200023794.0,SAINT CHRISTOLY DE BLAYE,1983,21.0,1415.0
COMMUNE_0000000009757003,33307,33,75,200043974.0,NOAILLAN,1677,23.0,1620.0
COMMUNE_0000000009755840,33160,33,75,243301371.0,EYNESSE,586,9.0,1224.0
COMMUNE_0000000009755004,33183,33,75,243301223.0,GAURIAGUET,1240,21.0,1959.0
COMMUNE_0000000009757200,33178,33,75,200043982.0,GAJAC,387,5.0,2212.0
COMMUNE_0000000009755406,33539,33,75,200070092.0,VAYRES,3859,57.0,2081.0
COMMUNE_0000000009755212,33322,33,75,243301447.0,PIAN MEDOC,6546,87.0,3036.0
COMMUNE_0000000009755631,33141,33,75,243301355.0,CROIGNON,618,11.0,2458.0
COMMUNE_0000000009753706,33128,33,75,200069995.0,CIVRAC EN MEDOC,678,12.0,1956.0
COMMUNE_0000000009757375,33053,33,75,200043982.0,BIRAC,229,3.0,2600.0
COMMUNE_0000000009756117,33274,33,75,243301264.0,MARTILLAC,2975,35.0,3092.0
COMMUNE_0000000009756800,33060,33,75,200043974.0,BOMMES,490,4.0,1862.0
COMMUNE_0000000009757004,33305,33,75,200043982.0,NIZAN,508,8.0,1558.0
COMMUNE_0000000009754995,33317,33,75,243301397.0,PERISSAC,1175,15.0,1845.0
COMMUNE_0000000009755396,33173,33,75,200035533.0,FRANCS,190,2.0,1518.0
COMMUNE_0000000009753462,33541,33,75,200070720.0,VENSAC,972,29.0,1786.0
COMMUNE_0000000009755401,33394,33,75,200035533.0,SAINT EMILION,1876,19.0,2578.0
COMMUNE_0000000009755393,33461,33,75,200035533.0,SAINT PHILIPPE D AIGUILLE,373,7.0,1305.0
COMMUNE_0000000009754996,33295,33,75,243301397.0,MOUILLAC,90,1.0,1667.0
COMMUNE_0000000009755006,33339,33,75,243301223.0,PRIGNAC ET MARCAMPS,1384,23.0,1861.0
COMMUNE_0000000009757194,33511,33,75,200043982.0,SENDETS,336,5.0,1524.0
COMMUNE_0000000009754373,33101,33,75,243300811.0,CARTELEGUE,1259,15.0,1241.0
COMMUNE_0000000009755884,33085,33,75,243301439.0,CAMBLANES ET MEYNAC,2872,35.0,2828.0
COMMUNE_0000000009756797,33343,33,75,200069581.0,PUJOLS SUR CIRON,789,13.0,1665.0
COMMUNE_0000000009753930,33493,33,75,200069995.0,SAINT YZANS DE MEDOC,388,6.0,1177.0
COMMUNE_0000000009754794,33010,33,75,243301447.0,ARCINS,484,13.0,2125.0
COMMUNE_0000000009756795,33227,33,75,200043974.0,LANGON,7377,139.0,1791.0
COMMUNE_0000000009756559,33176,33,75,200069581.0,GABARNAC,361,5.0,1327.0
COMMUNE_0000000009755860,33257,33,75,243301454.0,LUGAIGNAC,476,6.0,2029.0
COMMUNE_0000000009756998,33279,33,75,200043974.0,MAZERES,760,6.0,2142.0
COMMUNE_0000000009754379,33125,33,75,200069995.0,CISSAC MEDOC,2101,29.0,1799.0
COMMUNE_0000000009756782,33027,33,75,200044394.0,BARIE,299,4.0,1333.0
COMMUNE_0000000009755398,33384,33,75,200035533.0,SAINT CHRISTOPHE DES BARDES,443,4.0,2140.0
COMMUNE_0000000009756793,33435,33,75,200043974.0,SAINT MACAIRE,2088,31.0,1615.0
COMMUNE_0000000009756347,33241,33,75,200069581.0,LESTIAC SUR GARONNE,581,11.0,1762.0
COMMUNE_0000000009757195,33212,33,75,200043982.0,LABESCAU,111,2.0,1582.0
COMMUNE_0000000009757368,33137,33,75,200043982.0,COURS LES BAINS,219,1.0,1555.0
COMMUNE_0000000009756108,33263,33,75,243301215.0,MADIRAC,235,5.0,2511.0
COMMUNE_0000000009756118,33238,33,75,243301264.0,LEOGNAN,10282,101.0,3296.0
COMMUNE_0000000009755181,33472,33,75,200070092.0,SAINT SAUVEUR DE PUYNORMAND,359,6.0,1434.0
COMMUNE_0000000009755597,33378,33,75,243301371.0,SAINT AVIT SAINT NAZAIRE,1478,18.0,1560.0
COMMUNE_0000000009755864,33431,33,75,243301215.0,SAINT LEON,341,5.0,2062.0
COMMUNE_0000000009755880,33061,33,75,243301355.0,BONNETAN,939,17.0,2559.0
COMMUNE_0000000009755007,33262,33,75,243301447.0,MACAU,4133,62.0,2521.0
COMMUNE_0000000009757204,33547,33,75,200043974.0,VILLANDRAUT,1024,12.0,1702.0
COMMUNE_0000000009754578,33477,33,75,243300811.0,SAINT SEURIN DE CURSAC,781,13.0,1564.0
COMMUNE_0000000009756319,33112,33,75,200069599.0,CAUMONT,151,2.0,1286.0
COMMUNE_0000000009755194,33179,33,75,243301397.0,GALGON,3027,42.0,2055.0
COMMUNE_0000000009755207,33487,33,75,243300316.0,SAINT VINCENT DE PAUL,1011,4.0,1735.0
COMMUNE_0000000009755632,33083,33,75,243301355.0,CAMARSAC,999,12.0,2100.0
COMMUNE_0000000009755214,33494,33,75,243301389.0,SALAUNES,996,13.0,3172.0
COMMUNE_0000000009755863,33466,33,75,200070092.0,SAINT QUENTIN DE BARON,2398,57.0,2040.0
COMMUNE_0000000009755203,33082,33,75,243301397.0,CADILLAC EN FRONSADAIS,1258,9.0,2333.0
COMMUNE_0000000009756529,33404,33,75,200069599.0,SAINTE GEMME,194,3.0,1358.0
COMMUNE_0000000009756562,33081,33,75,200069581.0,CADILLAC,2775,39.0,2079.0
COMMUNE_0000000009755629,33079,33,75,200070092.0,CADARSAC,353,5.0,2238.0
COMMUNE_0000000009755883,33099,33,75,243301355.0,CARIGNAN DE BORDEAUX,3820,35.0,3286.0
COMMUNE_0000000009756333,33152,33,75,200069581.0,DONZAC,120,1.0,1440.0
COMMUNE_0000000009755610,33045,33,75,200035533.0,BELVES DE CASTILLON,333,2.0,1155.0
COMMUNE_0000000009757199,33180,33,75,200043982.0,GANS,188,1.0,3108.0
COMMUNE_0000000009756771,33287,33,75,200044394.0,MONGAUZY,598,7.0,937.0
COMMUNE_0000000009755870,33147,33,75,200070092.0,DAIGNAC,479,4.0,2432.0
COMMUNE_0000000009755016,33214,33,75,200070720.0,LACANAU,4745,362.0,3914.0
COMMUNE_0000000009756120,33122,33,75,243301165.0,CESTAS,16781,157.0,3427.0
COMMUNE_0000000009755857,33358,33,75,200069599.0,ROMAGNE,457,5.0,1645.0
COMMUNE_0000000009756079,33354,33,75,243301371.0,RIOCAUD,184,,
COMMUNE_0000000009756781,33031,33,75,200044394.0,BASSANNE,120,1.0,1237.0
COMMUNE_0000000009754796,33248,33,75,243301389.0,LISTRAC MEDOC,2737,35.0,2165.0
COMMUNE_0000000009755833,33462,33,75,243301371.0,SAINT PHILIPPE DU SEIGNAL,480,10.0,1234.0
COMMUNE_0000000009755842,33319,33,75,243301454.0,PESSAC SUR DORDOGNE,464,7.0,1388.0
COMMUNE_0000000009757379,33336,33,75,200043974.0,PRECHAC,1012,26.0,1368.0
COMMUNE_0000000009756088,33247,33,75,243301371.0,LISTRAC DE DUREZE,170,,
COMMUNE_0000000009756315,33150,33,75,200069599.0,DIEULIVOL,335,5.0,1251.0
COMMUNE_0000000009756114,33084,33,75,243301439.0,CAMBES,1537,30.0,2766.0
COMMUNE_0000000009755851,33460,33,75,243301454.0,SAINT PEY DE CASTETS,623,11.0,1252.0
COMMUNE_0000000009755190,33014,33,75,200035533.0,ARTIGUES DE LUSSAC,1101,11.0,2108.0
COMMUNE_0000000009755423,33503,33,75,243301389.0,SAUMOS,538,4.0,2653.0
COMMUNE_0000000009756550,33403,33,75,200044394.0,SAINTE FOY LA LONGUE,121,,
COMMUNE_0000000009756526,33520,33,75,200069599.0,TAILLECAVAT,312,1.0,1140.0
COMMUNE_0000000009755404,33174,33,75,243301397.0,FRONSAC,1159,20.0,2012.0
COMMUNE_0000000009755211,33256,33,75,243301447.0,LUDON MEDOC,4607,89.0,2791.0
COMMUNE_0000000009756790,33533,33,75,200043974.0,TOULENNE,2549,32.0,1910.0
COMMUNE_0000000009754369,33089,33,75,200023794.0,CAMPUGNAN,498,6.0,1256.0
COMMUNE_0000000009757011,33260,33,75,243301405.0,LUGOS,907,14.0,2173.0
COMMUNE_0000000009756107,33381,33,75,243301439.0,SAINT CAPRAIS DE BORDEAUX,3201,40.0,2851.0
COMMUNE_0000000009755845,33133,33,75,243301454.0,COUBEYRAC,70,,
COMMUNE_0000000009755858,33350,33,75,243301454.0,RAUZAN,1210,18.0,1536.0
COMMUNE_0000000009755844,33186,33,75,243301454.0,GENSAC,800,13.0,1045.0
COMMUNE_0000000009756783,33463,33,75,200044394.0,SAINT PIERRE D AURILLAC,1329,21.0,1552.0
COMMUNE_0000000009755882,33118,33,75,243301439.0,CENAC,1820,28.0,3063.0
COMMUNE_0000000009757203,33537,33,75,200043974.0,UZESTE,411,9.0,1822.0
COMMUNE_0000000009754585,33423,33,75,200069995.0,SAINT JULIEN BEYCHEVELLE,587,8.0,1199.0
COMMUNE_0000000009756122,33019,33,75,243301504.0,AUDENGE,7653,164.0,3094.0
COMMUNE_0000000009757002,33357,33,75,200043974.0,ROAILLAN,1667,20.0,2250.0
COMMUNE_0000000009756346,33334,33,75,200069581.0,PORTETS,2686,30.0,2236.0
COMMUNE_0000000009756086,33372,33,75,200069599.0,SAINT ANTOINE DU QUEYRET,64,,
COMMUNE_0000000009757380,33068,33,75,200043974.0,BOURIDEYS,73,,
COMMUNE_0000000009757547,33115,33,75,200043974.0,CAZALIS,238,3.0,1446.0
COMMUNE_0000000009756313,33400,33,75,200069599.0,SAINT FERME,353,2.0,1008.0
COMMUNE_0000000009754777,33530,33,75,243301223.0,TEUILLAC,890,9.0,1562.0
COMMUNE_0000000009756106,33408,33,75,243301215.0,SAINT GENES DE LOMBAUD,395,8.0,2754.0
COMMUNE_0000000009755193,33364,33,75,243301397.0,SAILLANS,399,1.0,2950.0
COMMUNE_0000000009754767,33124,33,75,200070092.0,CHAMADELLE,727,12.0,1323.0
COMMUNE_0000000009754788,33132,33,75,200023794.0,COMPS,535,6.0,1745.0
COMMUNE_0000000009756329,33105,33,75,200069599.0,CASTELVIEL,215,3.0,1234.0
COMMUNE_0000000009757010,33042,33,75,243301405.0,BELIN BELIET,5375,79.0,2443.0
COMMUNE_0000000009756089,33117,33,75,200069599.0,CAZAUGITAT,253,4.0,1528.0
COMMUNE_0000000009757729,33232,33,75,200043982.0,LARTIGUE,40,1.0,1583.0
COMMUNE_0000002200276535,33380,33,75,243300811.0,VAL DE LIVENNE,1739,16.0,1345.0
COMMUNE_0000000009754785,33475,33,75,200023794.0,SAINT SEURIN DE BOURG,402,4.0,1916.0
COMMUNE_0000000009754574,33126,33,75,243301181.0,CIVRAC DE BLAYE,850,7.0,1415.0
COMMUNE_0000000009755210,33312,33,75,243300316.0,PAREMPUYRE,8456,141.0,3119.0
COMMUNE_0000000009756801,33225,33,75,200069581.0,LANDIRAS,2256,30.0,1965.0
COMMUNE_0000000009755204,33470,33,75,243301397.0,SAINT ROMAIN LA VIRVEE,872,11.0,2114.0
COMMUNE_0000000009754577,33184,33,75,200023794.0,GENERAC,544,5.0,1397.0
COMMUNE_0000000009756105,33518,33,75,243301439.0,TABANAC,1082,15.0,2333.0
COMMUNE_0000000009755196,33548,33,75,243301397.0,VILLEGOUGE,1259,19.0,1738.0
COMMUNE_0000000009755871,33059,33,75,243301215.0,BLESIGNAC,309,1.0,2580.0
COMMUNE_0000000009756338,33355,33,75,200069581.0,RIONS,1565,28.0,1743.0
COMMUNE_0000000009756533,33479,33,75,200044394.0,SAINT SEVE,254,2.0,2378.0
COMMUNE_0000000009754376,33370,33,75,243300811.0,SAINT ANDRONY,558,8.0,1234.0
COMMUNE_0000000009757728,33450,33,75,200043982.0,SAINT MICHEL DE CASTELNAU,230,3.0,1139.0
COMMUNE_0000000009755888,33039,33,75,243300316.0,BEGLES,27713,444.0,3673.0
COMMUNE_0000000009756350,33454,33,75,243301264.0,SAINT MORILLON,1665,20.0,2564.0
COMMUNE_0000000009755200,33356,33,75,243301397.0,RIVIERE,415,2.0,1341.0
COMMUNE_0000000009756094,33175,33,75,200069599.0,FRONTENAC,744,11.0,1541.0
COMMUNE_0000000009756528,33481,33,75,200069599.0,SAINT SULPICE DE GUILLERAGUES,227,3.0,1027.0
COMMUNE_0000000009755183,33320,33,75,200035533.0,PETIT PALAIS ET CORNEMPS,724,6.0,1367.0
COMMUNE_0000000009755887,33192,33,75,243300316.0,GRADIGNAN,25563,333.0,3445.0
COMMUNE_0000000009756327,33189,33,75,200069599.0,GORNAC,437,6.0,1998.0
COMMUNE_0000000009757196,33113,33,75,200043982.0,CAUVIGNAC,167,,
COMMUNE_0000000009756567,33284,33,75,243301504.0,MIOS,9513,156.0,2969.0
COMMUNE_0000000009754988,33198,33,75,200070092.0,GUITRES,1585,27.0,1415.0
COMMUNE_0000000009754775,33142,33,75,243301181.0,CUBNEZAIS,1457,22.0,1858.0
COMMUNE_0000000009755608,33168,33,75,243301454.0,FLAUJAGUES,601,9.0,1345.0
COMMUNE_0000000009756113,33206,33,75,243301264.0,ISLE SAINT GEORGES,529,11.0,2084.0
COMMUNE_0000000009755421,33449,33,75,243300316.0,SAINT MEDARD EN JALLES,30956,366.0,3328.0
COMMUNE_0000000009756551,33367,33,75,200043974.0,SAINT ANDRE DU BOIS,432,4.0,1198.0
COMMUNE_0000000009754587,33424,33,75,200069995.0,SAINT LAURENT MEDOC,4580,63.0,1875.0
COMMUNE_0000000009755856,33375,33,75,243301454.0,SAINT AUBIN DE BRANNE,350,6.0,1923.0
COMMUNE_0000000009756554,33510,33,75,200043974.0,SEMENS,198,1.0,2177.0
COMMUNE_0000000009756349,33474,33,75,243301264.0,SAINT SELVE,2865,46.0,2683.0
COMMUNE_0000000009755407,33451,33,75,243301397.0,SAINT MICHEL DE FRONSAC,516,4.0,1772.0
COMMUNE_0000000009755636,33330,33,75,243301355.0,POMPIGNAC,2938,34.0,3058.0
COMMUNE_0000000009754581,33100,33,75,200023794.0,CARS,1176,15.0,1131.0
COMMUNE_0000000009756317,33353,33,75,200069599.0,RIMONS,190,4.0,974.0
COMMUNE_0000000009755420,33162,33,75,243300316.0,EYSINES,23120,321.0,3387.0
COMMUNE_0000000009756566,33077,33,75,243301264.0,CABANAC ET VILLAGRAINS,2375,30.0,2435.0
COMMUNE_0000000009754773,33272,33,75,243301181.0,MARSAS,1196,20.0,1811.0
COMMUNE_0000000009755889,33318,33,75,243300316.0,PESSAC,61859,770.0,3638.0
COMMUNE_0000000009754367,33151,33,75,243301181.0,DONNEZAC,897,11.0,1366.0
COMMUNE_0000000009756802,33076,33,75,200069581.0,BUDOS,780,6.0,1928.0
COMMUNE_0000000009755873,33335,33,75,243301215.0,POUT,596,8.0,3072.0
COMMUNE_0000000009756343,33098,33,75,200069581.0,CARDAN,494,2.0,1511.0
COMMUNE_0000000009756340,33311,33,75,200069581.0,PAILLET,1217,22.0,1739.0
COMMUNE_0000000009753935,33240,33,75,200069995.0,LESPARRE MEDOC,5794,134.0,1516.0
COMMUNE_0000000009753463,33193,33,75,200070720.0,GRAYAN ET L HOPITAL,1351,27.0,2117.0
COMMUNE_0000000009756328,33131,33,75,200069599.0,COIRAC,199,4.0,1379.0
COMMUNE_0000000009753704,33134,33,75,200069995.0,COUQUEQUES,267,3.0,1821.0
COMMUNE_0000000009755208,33434,33,75,243300316.0,SAINT LOUIS DE MONTFERRAND,2158,30.0,2120.0
COMMUNE_0000000009755205,33143,33,75,243301223.0,CUBZAC LES PONTS,2422,20.0,2011.0
COMMUNE_0000000009754983,33088,33,75,200070092.0,CAMPS SUR L ISLE,606,13.0,1599.0
COMMUNE_0000000009756545,33087,33,75,200044394.0,CAMIRAN,415,6.0,846.0
COMMUNE_0000000009755213,33376,33,75,243300316.0,SAINT AUBIN DE MEDOC,7147,82.0,3455.0
COMMUNE_0000000009755622,33426,33,75,200035533.0,SAINT LAURENT DES COMBES,262,2.0,2348.0
COMMUNE_0000000009755180,33526,33,75,200035533.0,TAYAC,131,1.0,2297.0
COMMUNE_0000000009756109,33226,33,75,243301439.0,LANGOIRAN,2171,40.0,2148.0
COMMUNE_0000000009754782,33228,33,75,243301223.0,LANSAC,731,10.0,1776.0
COMMUNE_0000000009753234,33490,33,75,200070720.0,SAINT VIVIEN DE MEDOC,1766,33.0,1702.0
COMMUNE_0000000009753235,33514,33,75,200070720.0,SOULAC SUR MER,2716,193.0,2967.0
COMMUNE_0000000009756355,33051,33,75,243301504.0,BIGANOS,10470,175.0,3134.0
COMMUNE_0000000009756547,33440,33,75,200043974.0,SAINT MARTIAL,244,3.0,1415.0
COMMUNE_0000000009755187,33393,33,75,200070092.0,SAINT DENIS DE PILE,5411,87.0,1750.0
COMMUNE_0000000009756549,33427,33,75,200069599.0,SAINT LAURENT DU BOIS,254,7.0,1428.0
COMMUNE_0000000009756772,33170,33,75,200044394.0,FONTET,794,10.0,1949.0
COMMUNE_0000000009756115,33037,33,75,243301264.0,BEAUTIRAN,2222,27.0,2797.0
COMMUNE_0000000009755616,33437,33,75,243301454.0,SAINT MAGNE DE CASTILLON,1989,32.0,1826.0
COMMUNE_0000000009755394,33386,33,75,200035533.0,SAINT CIBARD,179,1.0,976.0
COMMUNE_0000000009756320,33103,33,75,200069599.0,CASTELMORON D ALBRET,53,3.0,1109.0
COMMUNE_0000000009755197,33542,33,75,243301397.0,VERAC,921,11.0,1743.0
COMMUNE_0000000009755892,33229,33,75,243301504.0,LANTON,6725,143.0,4015.0
COMMUNE_0000000009755000,33415,33,75,243301223.0,SAINT GERVAIS,1845,32.0,2042.0
COMMUNE_0000000009755893,33011,33,75,243301504.0,ARES,6202,158.0,3999.0
COMMUNE_0000000009757001,33017,33,75,200043982.0,AUBIAC,274,3.0,1764.0
COMMUNE_0000000009756326,33379,33,75,200069599.0,SAINT BRICE,316,,
COMMUNE_0000000009757205,33429,33,75,200043974.0,SAINT LEGER DE BALSON,343,6.0,1529.0
COMMUNE_0000000009754167,33412,33,75,200069995.0,SAINT GERMAIN D ESTEUIL,1218,17.0,1664.0
COMMUNE_0000000009753703,33383,33,75,200069995.0,SAINT CHRISTOLY MEDOC,288,9.0,1663.0
COMMUNE_0000000009756557,33299,33,75,200069599.0,MOURENS,385,4.0,1660.0
COMMUNE_0000000009755637,33165,33,75,243301355.0,FARGUES SAINT HILAIRE,2860,60.0,3010.0
COMMUNE_0000000009756080,33223,33,75,243301371.0,LANDERROUAT,203,2.0,1130.0
COMMUNE_0000000009753707,33348,33,75,200070720.0,QUEYRAC,1369,18.0,1633.0
COMMUNE_0000000009756082,33316,33,75,243301371.0,PELLEGRUE,1093,13.0,1092.0
COMMUNE_0000000009756330,33464,33,75,200069599.0,SAINT PIERRE DE BAT,317,1.0,2272.0
COMMUNE_0000000009755855,33421,33,75,243301454.0,SAINT JEAN DE BLAIGNAC,438,9.0,1497.0
COMMUNE_0000000009755625,33531,33,75,200070092.0,TIZAC DE CURTON,320,4.0,2101.0
COMMUNE_0000000009755877,33363,33,75,243301215.0,SADIRAC,4157,55.0,2599.0
COMMUNE_0000000009755189,33222,33,75,200070092.0,LALANDE DE POMEROL,662,8.0,2257.0
COMMUNE_0000000009753932,33309,33,75,200069995.0,ORDONNAC,509,7.0,1155.0
COMMUNE_0000000009755639,33167,33,75,243300316.0,FLOIRAC,17182,172.0,3330.0
COMMUNE_0000000009754375,33405,33,75,200023794.0,SAINT GENES DE BLAYE,484,8.0,1479.0
COMMUNE_0000000009756100,33292,33,75,200069599.0,MONTIGNAC,147,,
COMMUNE_0000000009756085,33516,33,75,200069599.0,SOUSSAC,187,3.0,1203.0
COMMUNE_0000000009755002,33366,33,75,243301223.0,SAINT ANDRE DE CUBZAC,11127,178.0,2258.0
COMMUNE_0000000009757206,33536,33,75,200043974.0,TUZAN,289,4.0,1896.0
COMMUNE_0000000009755010,33004,33,75,243300316.0,AMBES,3143,42.0,1818.0
COMMUNE_0000000009756543,33187,33,75,200044394.0,GIRONDE SUR DROPT,1229,14.0,1258.0
